iteration,revision,timer_mode,workload,vcpu_pcpu,clock_hz,sleep_100ms_returned,sleep_elapsed_ms,callbacks,expected_callbacks,p50_us,p95_us,p99_us,p99_9_us,max_us,miss_gt100us,miss_gt500us,miss_gt1ms,timeout_s,evidence,phase_min_ns,phase_avg_ns,phase_p50_ns,phase_p95_ns,phase_p99_ns,phase_p99_9_ns,phase_max_ns,interval_min_ns,interval_avg_abs_ns,interval_max_abs_ns,qemu_config,network_validation,p99_99_ns,callback_duration_max_ns,tick_gap_min,tick_gap_max,candidate_decision
88,irq-trace-pcpu3-r1,passthrough,three_guest_network_tick10k_no_poll_irq_trace_pcpu3,3,62500000,NA,NA,9999,9999,0,0,0,0,401,2,0,0,100,/tmp/axvisor-rtbench-irqtrace-pcpu3-r1.log,-202432,-198464,0,0,0,0,401104,-602688,1168,602688,default,pass_after_retry,188144,30416,0,0,
89,irq-trace-pcpu3-r2,passthrough,three_guest_network_tick10k_no_poll_irq_trace_pcpu3,3,62500000,NA,NA,9999,9999,0,0,0,0,669,3,1,0,100,/tmp/axvisor-rtbench-irqtrace-pcpu3-r2.log,-213392,-209104,0,0,0,0,669696,-879488,1424,879488,default,pass_after_retry,449312,26672,0,0,
90,irq-trace-pcpu3-r3,passthrough,three_guest_network_tick10k_no_poll_irq_trace_pcpu3,3,62500000,NA,NA,9999,9999,0,0,0,0,1805,7,4,2,100,/tmp/axvisor-rtbench-irqtrace-pcpu3-r3.log,-307840,-300192,0,0,0,0,1805136,-997744,3408,2072816,default,pass_after_retry,1344512,38688,0,0,
91,host-timer-tickless-unsupported-r1,passthrough,three_guest_network_tick10k_no_poll_host_timer_tickless_unsupported,2,62500000,NA,NA,9999,9999,0,0,0,0,42,0,0,0,100,/tmp/axvisor-rtbench-host-timer-tickless-r1.log,-218400,-215120,0,0,0,0,42832,-260496,928,260496,default,pass,0,344192,0,0,
92,host-timer-periodic-control-r1,passthrough,three_guest_network_tick10k_no_poll_host_timer_periodic_control,2,62500000,NA,NA,9999,9999,0,0,0,5000,11282,46,42,36,100,/tmp/axvisor-rtbench-host-timer-periodic-control-r1.log,-202384,-181008,0,0,0,5536912,11282976,-998960,9584,11479824,default,pass_after_retry,10287376,43200,0,0,
93,host-timer-periodic-control-r2,passthrough,three_guest_network_tick10k_no_poll_host_timer_periodic_control,2,62500000,NA,NA,9999,9999,0,0,0,0,73,0,0,0,100,/tmp/axvisor-rtbench-host-timer-periodic-control-r2.log,-209408,-205536,0,0,0,0,73792,-280320,1136,281616,default,pass_after_retry,0,26736,0,0,
94,host-timer-periodic-control-r3,passthrough,three_guest_network_tick10k_no_poll_host_timer_periodic_control,2,62500000,NA,NA,9999,9999,0,0,0,0,143,2,0,0,100,/tmp/axvisor-rtbench-host-timer-periodic-control-r3.log,-203264,-199360,0,0,0,0,143984,-341952,1056,346304,default,pass_after_retry,109120,28768,0,0,
95,host-timer-periodic-postfix-r1,passthrough,three_guest_network_tick10k_no_poll_host_timer_periodic_postfix,2,62500000,NA,NA,9999,9999,0,0,0,0,312,1,0,0,100,/tmp/axvisor-rtbench-host-timer-periodic-postfix-r1.log,-210176,-206336,0,0,0,0,312752,-513808,912,513808,default,pass_after_retry,0,27104,0,0,
96,host-timer-periodic-postfix-r2,passthrough,three_guest_network_tick10k_no_poll_host_timer_periodic_postfix,2,62500000,NA,NA,9999,9999,0,0,0,0,633,2,1,0,100,/tmp/axvisor-rtbench-host-timer-periodic-postfix-r2.log,-201920,-197968,0,0,0,0,633760,-833360,1184,833360,default,pass_after_retry,198064,25392,0,0,
97,host-timer-periodic-postfix-r3,passthrough,three_guest_network_tick10k_no_poll_host_timer_periodic_postfix,2,62500000,NA,NA,9999,9999,0,0,0,0,1190,3,1,1,100,/tmp/axvisor-rtbench-host-timer-periodic-postfix-r3.log,-228176,-223664,0,0,0,0,1190000,-995616,1632,1385968,default,pass_after_retry,346992,27456,0,0,
98,host-timer-tickless-local-r1,passthrough,three_guest_network_tick10k_no_poll_host_timer_tickless_local,2,62500000,NA,NA,9999,9999,0,0,0,0,380,1,0,0,100,/tmp/axvisor-rtbench-host-timer-tickless-local-r1.log,-206944,-203376,0,0,0,0,380576,-586688,944,586688,default,pass_after_retry,0,26448,0,0,
99,host-timer-tickless-local-r2,passthrough,three_guest_network_tick10k_no_poll_host_timer_tickless_local,2,62500000,NA,NA,9999,9999,0,0,0,0,1811,5,3,1,100,/tmp/axvisor-rtbench-host-timer-tickless-local-r2.log,-212400,-203344,0,0,0,815568,1811072,-998288,4688,2015808,default,pass_after_retry,815568,62976,0,0,
100,host-timer-tickless-local-r3,passthrough,three_guest_network_tick10k_no_poll_host_timer_tickless_local,2,62500000,NA,NA,9999,9999,0,0,0,0,660,3,1,0,100,/tmp/axvisor-rtbench-host-timer-tickless-local-r3.log,-260656,-256960,0,0,0,0,660032,-899008,1248,899008,default,pass_after_retry,167552,26928,0,0,
101,host-timer-tickless-local-r4,passthrough,three_guest_network_tick10k_no_poll_host_timer_tickless_local,2,62500000,NA,NA,9999,9999,0,0,0,0,421,2,0,0,100,/tmp/axvisor-rtbench-host-timer-tickless-local-r4.log,-199456,-195152,0,0,0,0,421616,-620832,944,620832,default,pass,150928,39712,0,0,
102,host-affinity-tickless-r1,passthrough,three_guest_network_tick10k_no_poll_host_affinity_tcg_multi_tickless,2,62500000,NA,NA,9999,9999,0,0,0,0,212,1,0,0,100,/tmp/axvisor-rtbench-host-affinity-tickless-r1.log,-220640,-217136,0,0,0,0,212384,-430304,1072,430304,tcg_multi_affinity_4_11,rejected,20672,54064,0,0,
103,host-affinity-tickless-r2,passthrough,three_guest_network_tick10k_no_poll_host_affinity_tcg_multi_tickless,2,62500000,NA,NA,9999,9999,0,0,0,0,397,1,0,0,100,/tmp/axvisor-rtbench-host-affinity-tickless-r2.log,-217952,-213584,0,0,0,0,397968,-612912,1408,612912,tcg_multi_affinity_4_11,rejected,0,399168,0,0,
104,host-affinity-tickless-r3,passthrough,three_guest_network_tick10k_no_poll_host_affinity_tcg_multi_tickless,2,62500000,NA,NA,9999,9999,0,0,0,0,3049,5,4,4,100,/tmp/axvisor-rtbench-host-affinity-tickless-r3.log,-299984,-294960,0,0,0,2051344,3049728,-998912,1984,3348240,tcg_multi_affinity_4_11,rejected,2051344,27168,0,0,
105,host-vcpu-yield-r1,passthrough,three_guest_network_tick10k_no_poll_host_affinity_tcg_multi_tickless_vcpu_yield,2,62500000,NA,NA,9999,9999,0,0,0,0,0,0,0,0,100,/tmp/axvisor-rtbench-vcpu-yield-r1.log,-494656,-487472,0,0,0,0,-47616,-464720,2112,464720,tcg_multi_affinity_4_11,rejected,0,51264,0,0,
106,host-vcpu-yield-r2,passthrough,three_guest_network_tick10k_no_poll_host_affinity_tcg_multi_tickless_vcpu_yield,2,62500000,NA,NA,9999,9999,0,0,0,0,648,4,3,0,100,/tmp/axvisor-rtbench-vcpu-yield-r2.log,-204128,-199808,0,0,0,614384,648928,-839936,1680,845056,tcg_multi_affinity_4_11,rejected,614384,27888,0,0,
107,host-vcpu-yield-r3,passthrough,three_guest_network_tick10k_no_poll_host_affinity_tcg_multi_tickless_vcpu_yield,2,62500000,NA,NA,9999,9999,0,0,0,0,2370,5,3,3,100,/tmp/axvisor-rtbench-vcpu-yield-r3.log,-201232,-196448,0,0,0,1386512,2370304,-997744,1664,2567504,tcg_multi_affinity_4_11,rejected,1386512,32240,0,0,
108,host-vcpu-yield-default-r1,passthrough,three_guest_network_tick10k_no_poll_host_vcpu_yield_default_qemu,2,62500000,NA,NA,9999,9999,0,0,0,0,555,2,1,0,100,/tmp/axvisor-rtbench-vcpu-yield-default-r1.log,-222320,-217856,0,0,0,366816,555312,-777632,1296,777632,default,rejected_after_retry,366816,30384,0,0,
109,host-vcpu-yield-default-r2,passthrough,three_guest_network_tick10k_no_poll_host_vcpu_yield_default_qemu,2,62500000,NA,NA,9999,9999,0,0,0,0,243,2,0,0,100,/tmp/axvisor-rtbench-vcpu-yield-default-r2.log,-206480,-202752,0,0,0,160624,243424,-444464,944,447280,default,pass,160624,32896,0,0,
110,host-vcpu-yield-default-r3,passthrough,three_guest_network_tick10k_no_poll_host_vcpu_yield_default_qemu,2,62500000,NA,NA,9999,9999,0,0,0,0,137,1,0,0,100,/tmp/axvisor-rtbench-vcpu-yield-default-r3.log,-223072,-219520,0,0,0,0,137104,-356912,992,357680,default,rejected_after_retry,0,61152,0,0,
111,host-vcpu-yield-default-r4,passthrough,three_guest_network_tick10k_no_poll_host_vcpu_yield_default_qemu,2,62500000,NA,NA,9999,9999,0,0,0,0,0,0,0,0,100,/tmp/axvisor-rtbench-vcpu-yield-default-r4.log,-228768,-224816,0,0,0,0,-12928,-209616,1040,210352,default,pass,0,27424,0,0,
112,host-preempt-fifo-r1,passthrough,three_guest_network_tick10k_no_poll_host_preempt_fifo,2,62500000,NA,NA,9999,9999,0,0,0,1418,5674,17,15,13,100,/tmp/axvisor-rtbench-preempt-fifo-r1.log,-227664,-220608,0,0,0,1418592,5674080,-998896,4960,5896528,preempt_fifo,rejected_after_retry,4687808,45856,0,0,
113,host-preempt-fifo-r2,passthrough,three_guest_network_tick10k_no_poll_host_preempt_fifo,2,62500000,NA,NA,9999,9999,0,0,0,0,1294,2,1,1,100,/tmp/axvisor-rtbench-preempt-fifo-r2.log,-227680,-224768,0,0,0,0,1294224,-995376,1264,1517840,preempt_fifo,rejected_after_retry,298848,31696,0,0,
114,host-preempt-fifo-r3,passthrough,three_guest_network_tick10k_no_poll_host_preempt_fifo,2,62500000,NA,NA,9999,9999,0,0,0,0,576,1,1,0,100,/tmp/axvisor-rtbench-preempt-fifo-r3.log,-392368,-386544,0,0,0,0,576528,-906768,3424,965312,preempt_fifo,rejected_after_retry,0,82176,0,0,
115,host-exit-budget64-r1,passthrough,three_guest_network_tick10k_no_poll_exit_budget64,2,62500000,NA,NA,9999,9999,0,0,0,0,338,2,0,0,30,/tmp/axvisor-rtbench-exit-budget64-r1.log,-203376,-199968,0,0,0,0,338192,-536080,1008,539680,default,rejected,115264,25184,0,0,
116,host-exit-budget64-r2,passthrough,three_guest_network_tick10k_no_poll_exit_budget64,2,62500000,NA,NA,9999,9999,0,0,0,6334,16307,28,20,19,30,/tmp/axvisor-rtbench-exit-budget64-r2.log,-215936,-196880,0,0,0,6334032,16307120,-998960,6080,16520736,default,rejected,15311504,26160,0,0,
117,host-exit-budget64-r3,passthrough,three_guest_network_tick10k_no_poll_exit_budget64,2,62500000,NA,NA,9999,9999,0,0,0,6335,16320,23,18,17,30,/tmp/axvisor-rtbench-exit-budget64-r3.log,-211952,-193040,0,0,0,6335456,16320016,-998976,5056,16523680,default,rejected,15323440,25376,0,0,
118,host-exit-budget64-r4,passthrough,three_guest_network_tick10k_no_poll_exit_budget64,2,62500000,NA,NA,9999,9999,0,0,0,49556,59544,82,78,76,30,/tmp/axvisor-rtbench-exit-budget1024-r1.log,-216304,-13520,0,0,0,49556720,59544240,-998992,17120,59707280,default,rejected,58546464,100608,0,0,
119,host-exit-budget64-r5,passthrough,three_guest_network_tick10k_no_poll_exit_budget64,2,62500000,NA,NA,9999,9999,0,0,0,0,646,1,1,0,30,/tmp/axvisor-rtbench-exit-budget1024-r2.log,-345440,-342656,0,0,0,0,646720,-986368,992,991120,default,rejected_network_incomplete,17840,27888,0,0,
120,host-exit-budget64-r6,passthrough,three_guest_network_tick10k_no_poll_exit_budget64,2,62500000,NA,NA,9999,9999,0,0,0,12,1823,9,4,2,30,/tmp/axvisor-rtbench-exit-budget1024-r3.log,-208848,-202720,0,0,0,12240,1823856,-998768,3648,2031440,default,rejected,1393184,41680,0,0,
121,qemu-vcpu-affinity-r1,passthrough,three_guest_network_tick10k_no_poll_qemu_vcpu_affinity,2,62500000,NA,NA,9999,9999,0,0,0,1582,8762,28,20,14,30,/tmp/axvisor-rtbench-vcpu-affinity-r1.log,-210944,-200928,0,0,0,1582336,8762560,-998960,5648,8967952,tcg_multi_vcpu_affinity_4_7,rejected,7770384,25152,0,0,
122,qemu-vcpu-affinity-r2,passthrough,three_guest_network_tick10k_no_poll_qemu_vcpu_affinity,2,62500000,NA,NA,9999,9999,0,0,0,47,1307,9,5,2,30,/tmp/axvisor-rtbench-vcpu-affinity-r2.log,-200512,-196176,0,0,0,47536,1307584,-998048,2272,1503264,tcg_multi_vcpu_affinity_4_7,rejected,1202144,41040,0,0,
123,qemu-vcpu-affinity-r3,passthrough,three_guest_network_tick10k_no_poll_qemu_vcpu_affinity,2,62500000,NA,NA,9999,9999,0,0,0,0,2255,7,3,2,30,/tmp/axvisor-rtbench-vcpu-affinity-r3.log,-200160,-195072,0,0,0,0,2255808,-998800,1888,2436192,tcg_multi_vcpu_affinity_4_7,rejected,1258256,25360,0,0,
124,qemu-ram2g-r1,passthrough,three_guest_network_tick10k_no_poll_qemu_ram2g,2,62500000,NA,NA,9999,9999,0,0,0,0,3332,4,3,3,30,/tmp/axvisor-rtbench-qemu-ram2g-r1.log,-215152,-210160,0,0,0,0,3332784,-998656,1696,3546192,default_tcg_ram2g,rejected_screening,2336112,30816,0,0,
125,qemu-vcpu-idle-linux-r1,passthrough,three_guest_network_tick10k_no_poll_qemu_vcpu_idle_linux,2,62500000,NA,NA,9999,9999,0,0,0,294,1768,13,7,1,30,/tmp/axvisor-rtbench-vcpu-idle-linux-r1.log,-198224,-193440,0,0,0,294784,1768336,-997680,2832,1962864,tcg_multi_vcpu_affinity_4_7_idle_linux,rejected,770656,52016,0,0,
126,qemu-vcpu-idle-linux-r2,passthrough,three_guest_network_tick10k_no_poll_qemu_vcpu_idle_linux,2,62500000,NA,NA,9999,9999,0,0,0,0,610,3,1,0,30,/tmp/axvisor-rtbench-vcpu-idle-linux-r2.log,-225248,-221152,0,0,0,0,610352,-834368,1376,834368,tcg_multi_vcpu_affinity_4_7_idle_linux,rejected,271568,27552,0,0,
127,qemu-vcpu-idle-linux-r3,passthrough,three_guest_network_tick10k_no_poll_qemu_vcpu_idle_linux,2,62500000,NA,NA,9999,9999,0,0,0,39,2005,8,4,2,30,/tmp/axvisor-rtbench-vcpu-idle-linux-r3.log,-210832,-206240,0,0,0,39120,2005712,-998592,2400,2212784,tcg_multi_vcpu_affinity_4_7_idle_linux,rejected,1008080,26992,0,0,
128,qemu-smp3-periodic-r1,passthrough,three_guest_network_tick10k_no_poll_qemu_smp3_periodic,2,62500000,NA,NA,9999,9999,0,0,0,0,38,0,0,0,30,/tmp/axvisor-rtbench-qemu-smp3-r1.log,-508144,-505136,0,0,0,0,38096,-500032,1248,542976,default_tcg_qemu_smp3,control,0,27504,0,0,
129,qemu-smp3-periodic-r2,passthrough,three_guest_network_tick10k_no_poll_qemu_smp3_periodic,2,62500000,NA,NA,9999,9999,0,0,0,0,1262,6,2,1,30,/tmp/axvisor-rtbench-qemu-smp3-r2.log,-238112,-234656,0,0,0,0,1262944,-996704,1648,1482576,default_tcg_qemu_smp3,control,562928,47456,0,0,
130,qemu-smp3-periodic-r3,passthrough,three_guest_network_tick10k_no_poll_qemu_smp3_periodic,2,62500000,NA,NA,9999,9999,0,0,0,0,343,3,0,0,30,/tmp/axvisor-rtbench-qemu-smp3-r3.log,-207840,-204608,0,0,0,0,343056,-549760,896,549760,default_tcg_qemu_smp3,control,274112,60096,0,0,
131,qemu-smp3-periodic-r4,passthrough,three_guest_network_tick10k_no_poll_qemu_smp3_periodic,2,62500000,NA,NA,9999,9999,0,0,0,0,627,3,1,0,30,/tmp/axvisor-rtbench-qemu-smp3-r4.log,-199584,-196000,0,0,0,0,627088,-820448,1072,820448,default_tcg_qemu_smp3,control,438432,29920,0,0,
132,qemu-smp3-stale-raw-r1,passthrough,three_guest_network_tick10k_no_poll_qemu_smp3_stale_raw,2,62500000,NA,NA,9999,9999,0,0,0,0,61,0,0,0,30,/tmp/axvisor-rtbench-smp3-tickless-yield-r1.log,-394080,-390480,0,0,0,0,61056,-452832,816,453232,default_tcg_qemu_smp3_stale_raw,invalid_stale_raw_binary,0,35616,0,0,
133,axvisor-smp3-qemu-smp4-tickless-yield-r1,passthrough,three_guest_network_tick10k_no_poll_axvisor_smp3_qemu_smp4_tickless_yield,2,62500000,NA,NA,9999,9999,0,0,0,0,79,0,0,0,30,/tmp/axvisor-rtbench-smp3-tickless-yield-active-r1.log,-220400,-217152,0,0,0,0,79296,-274016,816,274016,default_tcg_qemu_smp4,diagnostic_topology_mismatch,0,40512,0,0,
134,qemu-smp3-tickless-yield-r1,passthrough,three_guest_network_tick10k_no_poll_qemu_smp3_tickless_yield_trace,2,62500000,NA,NA,9999,9999,0,0,0,0,0,0,0,0,30,/tmp/axvisor-rtbench-smp3-tickless-yield-r1-valid.log,-536736,-532688,0,0,0,0,-62640,-490016,944,490016,default_tcg_qemu_smp3,candidate_not_baremetal,0,82048,0,0,
135,qemu-smp3-tickless-yield-r2,passthrough,three_guest_network_tick10k_no_poll_qemu_smp3_tickless_yield_trace,2,62500000,NA,NA,9999,9999,0,0,0,0,0,0,0,0,30,/tmp/axvisor-rtbench-smp3-tickless-yield-r2-valid.log,-202336,-198864,0,0,0,0,-12752,-196160,768,196160,default_tcg_qemu_smp3,candidate_not_baremetal,0,27088,0,0,
136,qemu-smp3-tickless-yield-r3,passthrough,three_guest_network_tick10k_no_poll_qemu_smp3_tickless_yield_trace,2,62500000,NA,NA,9999,9999,0,0,0,0,378,3,0,0,30,/tmp/axvisor-rtbench-smp3-tickless-yield-r3-valid.log,-197216,-194320,0,0,0,0,378512,-570496,1136,570496,default_tcg_qemu_smp3,candidate_not_baremetal,120512,49136,0,0,
137,qemu-smp3-tickless-yield-noirqtrace-r1,passthrough,three_guest_network_tick10k_no_poll_qemu_smp3_tickless_yield_noirqtrace,2,62500000,NA,NA,9999,9999,0,0,0,0,710,4,1,0,30,/tmp/axvisor-rtbench-smp3-tickless-yield-noirqtrace-r1.log,-192032,-187344,0,0,0,0,710352,-902384,1408,902384,default_tcg_qemu_smp3_noirqtrace,rejected,433600,20832,0,0,
138,qemu-smp3-tickless-yield-noirqtrace-r2,passthrough,three_guest_network_tick10k_no_poll_qemu_smp3_tickless_yield_noirqtrace,2,62500000,NA,NA,9999,9999,0,0,0,0,353,1,0,0,30,/tmp/axvisor-rtbench-smp3-tickless-yield-noirqtrace-r2.log,-181712,-178032,0,0,0,0,353872,-535088,912,535088,default_tcg_qemu_smp3_noirqtrace,rejected,0,16736,0,0,
139,qemu-smp3-tickless-yield-noirqtrace-r3,passthrough,three_guest_network_tick10k_no_poll_qemu_smp3_tickless_yield_noirqtrace,2,62500000,NA,NA,9999,9999,0,0,0,0,18,0,0,0,30,/tmp/axvisor-rtbench-smp3-tickless-yield-noirqtrace-r3.log,-176544,-173056,0,0,0,0,18704,-170704,880,194192,default_tcg_qemu_smp3_noirqtrace,rejected,0,34592,0,0,
140,qemu-smp3-tickless-yield-fresh-r1,passthrough,three_guest_network_tick10k_no_poll_qemu_smp3_tickless_yield_fresh,2,62500000,NA,NA,9999,9999,0,0,0,0,569,1,1,0,45,/tmp/axvisor-iteration-140-r1.log,-182000,-178080,0,0,0,0,569104,-748912,848,748912,default_tcg_qemu_smp3_validated_snapshot,pass,74112,15456,0,0,rejected_unstable_confirmation
141,qemu-smp3-tickless-yield-fresh-r2,passthrough,three_guest_network_tick10k_no_poll_qemu_smp3_tickless_yield_fresh,2,62500000,NA,NA,9999,9999,0,0,0,0,4996,6,5,5,45,/tmp/axvisor-iteration-140-r2.log,-195968,-190064,0,0,0,0,4996656,-998224,1776,5183424,default_tcg_qemu_smp3_validated_snapshot,pass_after_retry,3998752,18688,0,0,rejected_unstable_confirmation
142,qemu-smp3-tickless-yield-fresh-r3,passthrough,three_guest_network_tick10k_no_poll_qemu_smp3_tickless_yield_fresh,2,62500000,NA,NA,9999,9999,0,0,0,0,2678,4,4,2,45,/tmp/axvisor-iteration-140-r3.log,-171120,-167072,0,0,0,0,2678288,-998016,1552,2840112,default_tcg_qemu_smp3_validated_snapshot,pass,1682560,18224,0,0,rejected_unstable_confirmation
143,synchronized-trace-validator-r1,passthrough,three_guest_network_tick10k_no_poll_smp3_synchronized_trace,2,62500000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,/tmp/axvisor-iteration-143-r1.log;/tmp/axvisor-iteration-143-trace-r1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,tcg_multi_qemu_smp3_unpinned_synchronized_trace,failed_pre_benchmark,NA,NA,NA,NA,diagnostic_collector_awk_failure
144,synchronized-sched-trace-r1,passthrough,three_guest_network_tick10k_no_poll_smp3_synchronized_trace,2,62500000,NA,NA,9999,9999,0,0,0,0,1459,3,2,1,45,/tmp/axvisor-iteration-143-r2.log;/tmp/axvisor-iteration-143-trace-r2,-202704,-197456,0,0,0,0,1459888,-990640,1216,1659680,tcg_multi_qemu_smp3_unpinned_synchronized_trace,pass,545808,58672,0,0,diagnostic_runqueue_hypothesis_rejected
145,synchronized-sched-trace-r2,passthrough,three_guest_network_tick10k_no_poll_smp3_synchronized_trace_wchan,2,62500000,NA,NA,9999,9999,0,0,0,0,1362,8,6,3,45,/tmp/axvisor-iteration-143-r3.log;/tmp/axvisor-iteration-143-trace-r3,-207200,-202720,0,0,0,0,1362384,-996736,2208,1564432,tcg_multi_qemu_smp3_unpinned_synchronized_trace_wchan,pass,1158416,28896,0,0,diagnostic_qemu_halt_futex_confirmed
146,busy-wfi-screening-r1,passthrough,three_guest_network_tick10k_no_poll_smp3_busy_wfi_main_loop_trace,2,62500000,NA,NA,9999,9999,0,0,0,0,1185,8,2,1,45,/tmp/axvisor-busy-wfi-iteration-146.log;/tmp/axvisor-busy-wfi-iteration-146-trace,-220032,-202144,0,0,0,0,1185024,-996256,8128,1383664,tcg_multi_qemu_smp3_unpinned_busy_wfi_main_loop_trace_qemu_11_0_2,pass,595248,35936,0,0,rejected_qemu_hash_and_linux_toml_drift_p99_99_miss_not_improved
147,timer-broker-reservation-screening-interrupted-r1,passthrough,three_guest_network_tick10k_no_poll_smp3_timer_broker_reservation_trace,2,62500000,NA,NA,9999,9999,0,0,0,0,1236,2,1,1,45,/tmp/axvisor-timer-broker-iteration-147.log;/tmp/axvisor-timer-broker-iteration-147-trace,-249744,-227520,0,0,0,0,1236624,-996384,13056,1454576,tcg_multi_qemu_smp3_unpinned_timer_broker_reservation_trace_qemu_11_0_2,pass,240240,28960,0,0,failed_incomplete_synchronized_trace_controller_interrupt
148,timer-broker-reservation-screening-r1,passthrough,three_guest_network_tick10k_no_poll_smp3_timer_broker_reservation_trace,2,62500000,NA,NA,9999,9999,0,0,0,0,357,7,0,0,45,/tmp/axvisor-timer-broker-iteration-148.log;/tmp/axvisor-timer-broker-iteration-148-trace,-246336,-224560,0,0,0,0,357856,-604192,13680,604192,tcg_multi_qemu_smp3_unpinned_timer_broker_reservation_trace_qemu_11_0_2,pass,298016,43456,0,0,screen_pass_single_tcg_repetition_tail_improved_callback_max_regressed_not_physical_acceptance
